year,month,price,mileage,car_type,brand
2017,10,80000,24.9,Coupe,Tesla
2017,10,15000,30.1,Sedan,Nissan
2017,10,50000,23.5,Sedan,BMW
2017,10,100000,36.4,SUV,Mercedes
2017,10,40000,15.3,Hatchback,Toyota
2017,10,70000,27.3,Coupe,Audi
2017,10,22000,36.5,Sedan,Toyota
2017,10,15000,33.9,SUV,Kia
2017,10,22000,24.8,SUV,Toyota
2017,10,18000,46.9,Coupe,Toyota
2017,10,90000,47.8,SUV,BMW
2017,10,100000,28.4,Sedan,Tesla
2017,10,55000,24.7,SUV,Subaru
2017,10,20000,46.0,SUV,Kia
2017,10,18000,49.2,Sedan,Honda
2017,10,70000,28.0,Sedan,Tesla
2017,10,20000,19.3,Sedan,Hyundai
2017,10,20000,48.4,Coupe,Hyundai
2017,10,25000,28.9,SUV,Toyota
2017,10,20000,38.7,Sedan,Nissan
2017,10,120000,24.6,Pickup,Mercedes
2017,10,18000,24.5,SUV,Ford
2017,10,25000,16.6,Sedan,Honda
2017,10,50000,19.2,Pickup,Honda
2017,10,38000,41.5,Sedan,Hyundai
2017,10,18000,15.2,Convertible,BMW
2017,10,70000,25.5,Sedan,BMW
2017,10,90000,30.3,Coupe,Mercedes
2017,10,15000,19.9,Sedan,Nissan
2017,10,38000,43.8,Sedan,Honda
2017,10,40000,22.5,SUV,Hyundai
2017,10,40000,15.6,SUV,Toyota
2017,10,50000,40.1,Hatchback,Audi
2017,10,35000,29.0,Pickup,Ford
2017,10,28000,44.8,Sedan,Nissan
2017,10,18000,30.3,Sedan,Honda
2017,10,80000,19.1,SUV,Audi
2017,11,48000,23.6,Pickup,Toyota
2017,11,20000,40.4,Pickup,Chevrolet
2017,11,65000,17.5,SUV,Toyota
2017,11,30000,32.6,Pickup,Toyota
2017,11,18000,20.6,Convertible,Mazda
2017,11,45000,32.2,SUV,Toyota
2017,11,70000,38.0,SUV,Tesla
2017,11,42000,29.7,Coupe,BMW
2017,11,22000,47.9,SUV,Hyundai
2017,11,35000,19.8,Sedan,Hyundai
2017,11,65000,48.5,Sedan,Honda
2017,11,18000,46.2,Sedan,Toyota
2017,11,45000,28.3,Sedan,Toyota
2017,11,75000,28.3,Convertible,Tesla
2017,11,25000,34.6,Sedan,Honda
2017,11,38000,24.6,Pickup,Ford
2017,11,120000,41.1,Convertible,BMW
2017,11,40000,16.5,SUV,Honda
2017,11,48000,34.9,SUV,Honda
2017,11,120000,47.0,Sedan,Mercedes
2017,11,20000,21.3,Sedan,Hyundai
2017,11,18000,46.8,Sedan,Honda
2017,11,48000,28.7,Sedan,BMW
2017,11,80000,39.2,SUV,Mercedes
2017,11,25000,46.2,SUV,Toyota
2017,11,120000,17.1,Hatchback,Mercedes
2017,11,50000,39.7,Sedan,Audi
2017,11,22000,22.7,Sedan,Honda
2017,11,22000,25.5,SUV,Ford
2017,11,25000,45.0,SUV,Kia
2017,11,65000,31.6,Sedan,Toyota
2017,11,35000,38.2,SUV,Toyota
2017,11,28000,39.1,SUV,Kia
2017,11,15000,27.5,Hatchback,Hyundai
2017,11,18000,30.4,SUV,Kia
2017,11,45000,33.0,SUV,BMW
2017,11,22000,36.1,Sedan,Chevrolet
2017,11,55000,39.1,SUV,Subaru
2017,11,20000,46.7,SUV,Hyundai
2017,11,100000,20.1,SUV,BMW
2017,11,32000,49.8,Sedan,Ford
2017,11,18000,24.4,Sedan,Honda
2017,11,30000,27.6,Sedan,Toyota
2017,11,35000,47.7,Pickup,Ford
2017,11,15000,21.5,SUV,Nissan
2017,11,80000,22.0,SUV,BMW
2017,11,20000,17.2,Convertible,BMW
2017,11,38000,41.4,SUV,Toyota
2017,11,18000,26.9,SUV,Hyundai
2017,11,15000,16.3,SUV,Toyota
2017,11,25000,43.6,Sedan,Chevrolet
2017,11,48000,29.5,SUV,Audi
2017,11,80000,43.0,Sedan,Audi
2017,11,50000,25.7,Sedan,Toyota
2017,11,40000,17.7,Sedan,Honda
2017,11,60000,18.7,Sedan,BMW
2017,11,48000,47.7,SUV,BMW
2017,11,42000,40.5,SUV,Honda
2017,11,75000,29.2,SUV,Mercedes
2017,11,42000,44.8,SUV,Hyundai
2017,11,30000,26.5,SUV,Nissan
2017,11,120000,24.7,Sedan,Tesla
2017,11,15000,25.5,SUV,Hyundai
2017,11,80000,34.1,Sedan,Mercedes
2017,11,40000,32.0,SUV,Honda
2017,11,28000,32.6,Pickup,Toyota
2017,11,32000,42.2,Sedan,Honda
2017,11,55000,25.7,Hatchback,Audi
2017,11,60000,44.3,SUV,Toyota
2017,11,45000,37.6,Hatchback,BMW
2017,11,38000,32.3,Pickup,Chevrolet
2017,11,18000,46.7,Sedan,Chevrolet
2017,11,20000,32.1,SUV,Nissan
2017,11,60000,43.7,Sedan,BMW
2017,11,80000,33.9,Pickup,Audi
2017,11,55000,46.9,Sedan,BMW
2017,11,100000,48.9,Convertible,Audi
2017,11,30000,19.8,Convertible,Ford
2017,11,60000,45.4,Sedan,BMW
2017,11,100000,19.2,Pickup,Mercedes
2017,12,50000,32.8,Sedan,BMW
2017,12,50000,18.4,SUV,Honda
2017,12,48000,40.7,SUV,Audi
2017,12,42000,41.3,SUV,Nissan
2017,12,20000,41.4,Convertible,BMW
2017,12,25000,42.9,Convertible,BMW
2017,12,120000,27.2,Sedan,Mercedes
2017,12,120000,47.2,SUV,Mercedes
2017,12,100000,26.9,SUV,Mercedes
2017,12,28000,30.6,Sedan,Chevrolet
2017,12,70000,26.9,Convertible,Audi
2017,12,45000,40.4,Hatchback,Subaru
2017,12,100000,16.4,SUV,Audi
2017,12,25000,39.6,Sedan,Honda
2017,12,35000,19.6,Sedan,Toyota
2017,12,30000,18.2,Sedan,Hyundai
2017,12,48000,47.8,SUV,Honda
2017,12,48000,42.7,SUV,Audi
2017,12,15000,31.2,SUV,Honda
2017,12,20000,23.9,Sedan,Ford
2017,12,15000,42.7,SUV,Hyundai
2017,12,32000,35.2,SUV,Hyundai
2017,12,50000,42.9,SUV,Audi
2017,12,100000,48.5,Hatchback,Tesla
2017,12,22000,37.0,Sedan,Toyota
2017,12,70000,36.1,Hatchback,Tesla
2017,12,65000,32.0,Sedan,Audi
2017,12,60000,21.2,Sedan,Audi
2017,12,100000,21.4,Convertible,Tesla
2017,12,40000,31.8,SUV,Kia
2017,12,45000,21.6,Hatchback,BMW
2017,12,35000,38.8,SUV,Honda
2017,12,30000,45.0,Sedan,Chevrolet
2017,12,55000,19.9,SUV,Honda
2017,12,22000,21.7,Hatchback,Toyota
2017,12,42000,18.4,Sedan,Nissan
2017,12,55000,42.8,SUV,Subaru
2017,12,80000,30.9,Sedan,Audi
2017,12,22000,48.0,SUV,Ford
2017,12,25000,21.7,Convertible,BMW
2017,12,15000,48.1,Hatchback,Toyota
2017,12,50000,48.6,SUV,Audi
2017,12,100000,44.6,Coupe,BMW
2017,12,40000,28.8,SUV,Honda
2017,12,30000,19.8,Coupe,Audi
2017,12,120000,25.4,Sedan,Audi
2017,12,48000,45.2,Coupe,Toyota
2017,12,80000,41.5,Sedan,BMW
2017,12,18000,32.0,SUV,Kia
2017,12,32000,31.0,Coupe,BMW
2017,12,18000,24.2,SUV,Ford
2017,12,50000,23.8,Sedan,Subaru
2017,12,28000,17.0,SUV,Ford
2017,12,30000,42.8,Sedan,Toyota
2017,12,50000,18.9,Sedan,Toyota
2017,12,45000,16.3,SUV,Audi
2017,12,15000,25.5,SUV,Ford
2017,12,38000,36.8,Sedan,Ford
2017,12,32000,23.6,Convertible,Mazda
2017,12,55000,48.3,Sedan,BMW
2017,12,40000,16.9,SUV,Honda
2017,12,35000,46.5,Sedan,Nissan
2017,12,45000,22.8,Sedan,Honda
2017,12,22000,40.1,Sedan,Ford
2017,12,75000,18.6,Convertible,Audi
2017,12,30000,41.9,Sedan,Toyota
2017,12,55000,45.9,Coupe,Audi
2017,12,15000,21.7,Sedan,Toyota
2017,12,120000,20.4,SUV,Mercedes
2017,12,65000,34.8,Sedan,BMW
2017,12,60000,46.4,Sedan,Honda
2017,12,100000,19.6,Sedan,BMW
2017,12,28000,17.6,Convertible,Mazda
2017,12,20000,30.7,Hatchback,Toyota
2017,12,25000,34.8,SUV,Honda
2017,12,35000,22.9,SUV,Honda
2017,12,55000,41.1,Sedan,Toyota
2017,12,30000,46.0,Hatchback,Hyundai
2017,12,30000,36.0,Convertible,Ford
2017,12,48000,24.1,Coupe,BMW
2018,1,60000,25.9,Convertible,Honda
2018,1,80000,39.5,SUV,BMW
2018,1,55000,30.4,SUV,Subaru
2018,1,18000,29.2,SUV,Hyundai
2018,1,30000,25.2,Sedan,Nissan
2018,1,70000,41.4,Hatchback,Mercedes
2018,1,60000,21.1,Hatchback,BMW
2018,1,22000,48.8,SUV,Hyundai
2018,1,55000,32.0,SUV,Toyota
2018,1,22000,23.5,Sedan,Honda
2018,1,30000,25.5,Sedan,Toyota
2018,1,70000,46.3,Sedan,Mercedes
2018,1,50000,36.4,SUV,Honda
2018,1,25000,35.1,Coupe,Toyota
2018,1,40000,38.5,SUV,Ford
2018,1,42000,30.6,Coupe,BMW
2018,1,120000,17.4,Sedan,Audi
2018,1,45000,21.3,Coupe,Audi
2018,1,48000,19.6,Sedan,Toyota
2018,1,42000,19.0,Sedan,Hyundai
2018,1,48000,46.7,SUV,Audi
2018,1,90000,22.1,SUV,Mercedes
2018,1,30000,24.2,Hatchback,Ford
2018,1,32000,36.2,Hatchback,Honda
2018,1,42000,27.0,SUV,Honda
2018,1,25000,37.8,Pickup,Chevrolet
2018,1,42000,19.2,SUV,Ford
2018,1,55000,42.2,SUV,Toyota
2018,1,50000,33.2,SUV,Toyota
2018,1,55000,22.4,SUV,Honda
2018,1,48000,49.9,SUV,Audi
2018,1,80000,15.3,Pickup,BMW
2018,1,25000,15.4,SUV,Toyota
2018,1,48000,21.1,Sedan,Toyota
2018,1,38000,46.5,Coupe,BMW
2018,1,48000,15.1,SUV,BMW
2018,1,40000,33.4,SUV,Toyota
2018,1,100000,49.6,Sedan,Audi
2018,1,35000,44.7,Pickup,Chevrolet
2018,1,15000,40.2,Sedan,Toyota
2018,1,20000,29.9,SUV,Kia
2018,1,35000,32.2,SUV,Hyundai
2018,1,65000,47.9,Hatchback,BMW
2018,1,50000,27.4,Coupe,Toyota
2018,1,120000,17.0,SUV,Mercedes
2018,1,35000,48.2,SUV,Ford
2018,1,18000,49.3,Sedan,Chevrolet
2018,1,32000,39.0,Sedan,Toyota
2018,1,80000,36.1,Pickup,BMW
2018,1,30000,45.1,SUV,Toyota
2018,1,60000,28.2,Convertible,Toyota
2018,1,35000,48.4,Convertible,Mazda
2018,1,100000,46.7,Hatchback,Mercedes
2018,1,65000,24.8,Pickup,Toyota
2018,1,25000,46.3,Convertible,Ford
2018,1,65000,27.5,Hatchback,Toyota
2018,1,80000,24.8,SUV,Audi
2018,1,22000,18.7,Convertible,Mazda
2018,1,120000,48.5,SUV,BMW
2018,1,100000,47.0,SUV,Tesla
2018,1,65000,49.2,Hatchback,Subaru
2018,1,35000,23.8,SUV,Toyota
2018,1,80000,47.2,Sedan,Tesla
2018,1,120000,24.2,Pickup,Mercedes
2018,1,60000,29.8,Sedan,Honda
2018,1,25000,33.1,SUV,Kia
2018,1,75000,23.8,Hatchback,BMW
2018,1,15000,27.1,Sedan,Nissan
2018,1,70000,47.1,Sedan,Mercedes
2018,1,25000,36.8,Hatchback,Toyota
2018,1,60000,38.2,Sedan,Subaru
2018,1,28000,28.9,SUV,Hyundai
2018,1,40000,20.8,SUV,Honda
2018,1,48000,43.3,Hatchback,Audi
2018,1,42000,19.2,SUV,Kia
2018,1,75000,28.5,Sedan,Mercedes
2018,1,25000,28.7,SUV,Hyundai
2018,1,22000,38.5,Sedan,Honda
2018,1,42000,20.0,Pickup,Toyota
2018,1,100000,40.6,Sedan,Mercedes
2018,2,45000,28.1,Pickup,Subaru
2018,2,15000,24.9,SUV,Honda
2018,2,15000,26.2,Sedan,Chevrolet
2018,2,42000,49.9,SUV,Hyundai
2018,2,100000,45.5,Sedan,BMW
2018,2,42000,23.4,Convertible,Mazda
2018,2,18000,35.0,Sedan,Chevrolet
2018,2,120000,15.8,Convertible,Audi
2018,2,22000,32.2,SUV,Toyota
2018,2,70000,23.0,Hatchback,Tesla
2018,2,30000,42.1,Convertible,Mazda
2018,2,65000,29.7,Hatchback,Toyota
2018,2,90000,35.4,SUV,Mercedes
2018,2,70000,15.6,Coupe,Tesla
2018,2,42000,35.8,Hatchback,Honda
2018,2,18000,27.5,SUV,Toyota
2018,2,65000,27.4,Sedan,Subaru
2018,2,42000,39.7,Convertible,Mazda
2018,2,30000,27.4,Hatchback,Toyota
2018,2,32000,34.6,Sedan,Honda
2018,2,55000,19.1,Sedan,Toyota
2018,2,75000,28.4,Convertible,Tesla
2018,2,75000,31.3,SUV,Tesla
2018,2,42000,36.3,Sedan,Hyundai
2018,2,35000,34.4,Sedan,Nissan
2018,2,42000,40.3,Convertible,Mazda
2018,2,38000,20.6,Hatchback,Toyota
2018,2,15000,39.2,Convertible,BMW
2018,2,35000,23.6,Coupe,Toyota
2018,2,18000,44.7,Convertible,Mazda
2018,2,55000,43.1,Pickup,Toyota
2018,2,40000,29.1,SUV,Kia
2018,2,42000,21.0,Hatchback,Honda
2018,2,40000,25.3,SUV,Honda
2018,2,50000,23.1,Coupe,Audi
2018,2,120000,32.3,Sedan,BMW
2018,2,100000,43.7,Coupe,Mercedes
2018,2,90000,22.5,Sedan,Tesla
2018,2,25000,35.4,SUV,Ford
2018,2,60000,30.5,SUV,Audi
2018,2,28000,45.6,Pickup,Toyota
2018,2,15000,22.8,Coupe,BMW
2018,2,70000,21.6,SUV,Audi
2018,2,65000,43.1,SUV,BMW
2018,2,45000,32.0,SUV,BMW
2018,2,42000,22.8,SUV,Nissan
2018,2,20000,18.5,Sedan,Honda
2018,2,35000,38.0,Sedan,Toyota
2018,2,30000,23.2,Sedan,Ford
2018,2,38000,49.3,Pickup,Toyota
2018,2,100000,48.2,SUV,Tesla
2018,2,48000,39.2,Convertible,Honda
2018,2,100000,18.7,SUV,Mercedes
2018,2,38000,35.6,Sedan,Ford
2018,2,28000,46.8,Sedan,Honda
2018,2,55000,49.1,Sedan,Audi
2018,2,20000,25.9,Sedan,Honda
2018,2,22000,48.1,Pickup,Chevrolet
2018,2,32000,20.2,Sedan,Honda
2018,2,48000,32.5,Pickup,BMW
2018,2,75000,43.1,Sedan,Tesla
2018,2,18000,37.9,SUV,Toyota
2018,2,55000,36.1,Hatchback,Toyota
2018,2,35000,38.7,SUV,Toyota
2018,2,20000,47.9,Sedan,Chevrolet
2018,2,35000,19.2,SUV,Honda
2018,2,60000,35.8,Sedan,Audi
2018,2,75000,33.2,SUV,BMW
2018,2,30000,37.5,Convertible,Mazda
2018,2,15000,18.6,SUV,Nissan
2018,2,20000,24.5,SUV,Honda
2018,2,80000,24.7,Hatchback,Audi
2018,2,70000,21.4,SUV,Audi
2018,2,45000,23.9,Sedan,Subaru
2018,2,22000,26.7,SUV,Hyundai
2018,2,42000,49.5,Sedan,Nissan
2018,2,22000,22.1,Sedan,Hyundai
2018,2,80000,17.1,Sedan,Tesla
2018,2,32000,43.7,SUV,Hyundai
2018,2,28000,17.2,SUV,Honda
2018,3,45000,19.4,Sedan,Honda
2018,3,55000,39.1,SUV,Toyota
2018,3,35000,46.7,SUV,Toyota
2018,3,18000,33.3,Hatchback,Honda
2018,3,28000,25.4,Sedan,Nissan
2018,3,15000,40.8,Sedan,Hyundai
2018,3,65000,18.0,SUV,Honda
2018,3,120000,39.5,Sedan,Audi
2018,3,100000,47.3,Hatchback,Tesla
2018,3,38000,48.2,Sedan,Honda
2018,3,32000,48.5,Pickup,Ford
2018,3,42000,22.9,Coupe,Toyota
2018,3,70000,43.8,SUV,BMW
2018,3,35000,42.3,Sedan,Toyota
2018,3,80000,40.8,SUV,BMW
2018,3,80000,19.1,SUV,Audi
2018,3,15000,38.5,Hatchback,Hyundai
2018,3,30000,24.0,Sedan,Toyota
2018,3,38000,15.2,Hatchback,Kia
2018,3,48000,29.0,SUV,Honda
2018,3,35000,49.4,Sedan,Honda
2018,3,50000,47.7,Hatchback,Toyota
2018,3,90000,16.7,Coupe,Tesla
2018,3,15000,19.7,Coupe,Audi
2018,3,90000,27.0,Sedan,Tesla
2018,3,60000,38.2,Sedan,Toyota
2018,3,25000,24.7,SUV,Kia
2018,3,120000,34.8,Hatchback,BMW
2018,3,38000,18.8,SUV,Nissan
2018,3,20000,42.3,Sedan,Kia
2018,3,60000,37.5,SUV,Toyota
2018,3,22000,39.4,Sedan,Kia
2018,3,90000,16.0,SUV,Mercedes
2018,3,38000,46.9,Sedan,Kia
2018,3,75000,35.5,SUV,Audi
2018,3,42000,40.2,Pickup,Ford
2018,3,48000,15.8,Hatchback,Honda
2018,3,120000,48.2,SUV,Mercedes
2018,3,80000,45.9,Sedan,BMW
2018,3,45000,36.3,Sedan,Subaru
2018,3,30000,23.6,Sedan,Toyota
2018,3,55000,43.8,Sedan,Audi
2018,3,50000,15.4,Sedan,BMW
2018,3,60000,35.0,Pickup,BMW
2018,3,100000,42.5,Sedan,Tesla
2018,3,80000,40.0,SUV,Tesla
2018,3,15000,45.1,SUV,Hyundai
2018,3,70000,41.8,Pickup,Tesla
2018,3,30000,26.0,Sedan,Hyundai
2018,3,100000,47.6,Convertible,BMW
2018,3,45000,42.3,Sedan,Honda
2018,3,100000,38.3,Sedan,Tesla
2018,3,50000,20.9,Hatchback,BMW
2018,3,25000,32.9,Sedan,Honda
2018,3,30000,30.0,Sedan,Toyota
2018,3,20000,44.2,Hatchback,Toyota
2018,3,80000,48.4,SUV,Audi
2018,3,100000,30.6,SUV,Audi
2018,3,32000,45.7,Coupe,Audi
2018,3,18000,46.3,Sedan,Nissan
2018,3,65000,32.9,SUV,Subaru
2018,3,28000,36.4,Hatchback,Kia
2018,3,48000,15.1,Pickup,Toyota
2018,3,25000,21.3,Sedan,Honda
2018,3,15000,19.4,Convertible,Ford
2018,3,22000,37.9,Convertible,Mazda
2018,3,45000,21.0,Sedan,Toyota
2018,3,25000,43.5,SUV,Toyota
2018,3,35000,16.2,SUV,Nissan
2018,3,75000,47.5,Pickup,Mercedes
2018,3,100000,49.1,SUV,BMW
2018,3,15000,17.5,Sedan,Honda
2018,3,48000,32.6,SUV,Honda
2018,3,15000,21.7,Sedan,Nissan
2018,3,80000,44.4,Sedan,Audi
2018,3,75000,27.8,Coupe,Mercedes
2018,3,60000,35.3,SUV,Subaru
2018,3,35000,17.7,Sedan,Honda
2018,3,100000,25.9,Sedan,Mercedes
2018,3,30000,46.0,SUV,Honda
2018,4,48000,49.4,Sedan,Subaru
2018,4,15000,46.0,SUV,Nissan
2018,4,25000,49.0,Pickup,Toyota
2018,4,70000,33.1,SUV,Mercedes
2018,4,90000,16.2,Coupe,Tesla
2018,4,18000,49.2,Pickup,Ford
2018,4,65000,27.0,Convertible,BMW
2018,4,30000,23.5,Convertible,Mazda
2018,4,32000,37.5,SUV,Kia
2018,4,22000,21.6,SUV,Kia
2018,4,48000,40.1,Sedan,Audi
2018,4,65000,20.6,Sedan,Subaru
2018,4,50000,32.6,SUV,Audi
2018,4,35000,38.5,SUV,Honda
2018,4,90000,41.1,Sedan,Mercedes
2018,4,65000,35.0,Hatchback,BMW
2018,4,22000,39.1,SUV,Kia
2018,4,45000,47.6,SUV,Audi
2018,4,40000,17.0,Sedan,Hyundai
2018,4,48000,43.6,Convertible,Toyota
2018,4,25000,18.4,SUV,Toyota
2018,4,55000,39.7,Sedan,BMW
2018,4,38000,16.2,Sedan,Toyota
2018,4,75000,21.2,Sedan,Audi
2018,4,65000,32.3,SUV,BMW
2018,4,60000,39.0,Pickup,Subaru
2018,4,120000,40.5,Sedan,BMW
2018,4,70000,41.4,Sedan,Audi
2018,4,15000,40.8,SUV,Ford
2018,4,18000,26.8,Sedan,Honda
2018,4,15000,40.5,Pickup,Toyota
2018,4,50000,32.2,Pickup,Audi
2018,4,30000,25.9,Coupe,BMW
2018,4,75000,42.8,SUV,Audi
2018,4,18000,21.1,SUV,Hyundai
2018,4,48000,28.0,Hatchback,Honda
2018,4,28000,20.5,SUV,Kia
2018,4,70000,38.1,Sedan,BMW
2018,4,32000,39.2,SUV,Nissan
2018,4,65000,35.6,SUV,Honda
2018,4,48000,20.9,Sedan,BMW
2018,4,80000,40.3,Convertible,Mercedes
2018,4,15000,28.1,SUV,Ford
2018,4,80000,37.1,SUV,BMW
2018,4,18000,47.7,SUV,Kia
2018,4,40000,19.8,SUV,Hyundai
2018,4,65000,36.8,SUV,BMW
2018,4,50000,17.6,Sedan,Toyota
2018,4,100000,17.4,Pickup,BMW
2018,4,90000,48.7,Sedan,BMW
2018,4,40000,43.2,SUV,Hyundai
2018,4,48000,20.5,Hatchback,Toyota
2018,4,50000,22.4,Sedan,BMW
2018,4,100000,33.7,SUV,Mercedes
2018,4,35000,34.8,Sedan,Hyundai
2018,4,90000,43.3,Sedan,Tesla
2018,4,18000,16.4,SUV,Toyota
2018,4,30000,22.0,SUV,Nissan
2018,4,55000,44.5,Convertible,Subaru
2018,4,70000,37.6,Sedan,Tesla
2018,4,40000,18.2,Hatchback,Nissan
2018,4,38000,22.8,Hatchback,Hyundai
2018,4,15000,47.7,SUV,Honda
2018,4,28000,29.3,SUV,Toyota
2018,4,40000,22.2,Sedan,Kia
2018,4,42000,46.0,SUV,Ford
2018,4,22000,44.3,Sedan,Honda
2018,4,80000,45.2,Sedan,BMW
2018,4,28000,46.9,SUV,Toyota
2018,4,65000,25.0,Hatchback,BMW
2018,4,42000,24.2,Sedan,Nissan
2018,4,18000,45.2,Pickup,Ford
2018,4,50000,34.9,Convertible,Audi
2018,4,48000,24.3,Hatchback,Subaru
2018,4,45000,43.7,Coupe,Toyota
2018,4,60000,31.8,Sedan,Toyota
2018,4,70000,17.8,Sedan,Audi
2018,4,22000,35.2,Convertible,Mazda
2018,4,28000,42.4,SUV,Toyota
2018,4,65000,38.1,Sedan,Subaru
2018,5,90000,39.5,Sedan,Audi
2018,5,40000,25.9,SUV,Toyota
2018,5,20000,33.0,Hatchback,Toyota
2018,5,38000,28.5,Sedan,Ford
2018,5,30000,26.6,Sedan,Ford
2018,5,65000,33.7,SUV,Audi
2018,5,48000,23.7,Sedan,BMW
2018,5,38000,38.9,Sedan,Honda
2018,5,65000,33.8,Convertible,Audi
2018,5,32000,24.0,Convertible,Mazda
2018,5,38000,26.5,Sedan,Hyundai
2018,5,30000,45.1,Hatchback,Toyota
2018,5,45000,24.0,Sedan,BMW
2018,5,60000,43.8,SUV,Audi
2018,5,15000,16.2,Sedan,Toyota
2018,5,120000,27.9,Coupe,Tesla
2018,5,20000,45.0,Sedan,Ford
2018,5,100000,19.5,Sedan,BMW
2018,5,120000,20.6,SUV,BMW
2018,5,75000,46.2,Sedan,Mercedes
2018,5,50000,15.1,Coupe,Subaru
2018,5,80000,16.4,Coupe,Audi
2018,5,30000,23.6,SUV,Ford
2018,5,15000,30.2,Sedan,Toyota
2018,5,40000,38.7,SUV,Toyota
2018,5,30000,27.2,SUV,Nissan
2018,5,80000,30.8,Coupe,BMW
2018,5,22000,26.1,Sedan,Hyundai
2018,5,30000,19.4,Convertible,Ford
2018,5,30000,26.7,Sedan,Toyota
2018,5,48000,19.7,Sedan,Toyota
2018,5,18000,24.9,Sedan,Chevrolet
2018,5,20000,15.2,Coupe,Hyundai
2018,5,25000,27.3,Sedan,Ford
2018,5,22000,41.8,Sedan,Toyota
2018,5,100000,33.8,Sedan,BMW
2018,5,38000,31.5,Coupe,Toyota
2018,5,28000,21.9,Coupe,BMW
2018,5,42000,44.9,Hatchback,Honda
2018,5,40000,42.0,Pickup,Toyota
2018,5,15000,30.8,Sedan,Honda
2018,5,50000,44.6,SUV,Audi
2018,5,38000,16.2,SUV,Toyota
2018,5,22000,37.6,Pickup,Ford
2018,5,48000,27.9,Sedan,Honda
2018,5,75000,32.9,Coupe,BMW
2018,5,25000,34.6,Sedan,Honda
2018,5,70000,43.2,Hatchback,Mercedes
2018,5,50000,43.6,Hatchback,BMW
2018,5,32000,18.7,SUV,Nissan
2018,5,38000,28.2,SUV,Kia
2018,5,100000,23.5,Convertible,Audi
2018,5,28000,34.0,Pickup,Ford
2018,5,32000,15.5,Sedan,Toyota
2018,5,20000,24.4,Sedan,Honda
2018,5,20000,18.5,SUV,Honda
2018,5,35000,43.7,Pickup,Chevrolet
2018,5,80000,21.8,Hatchback,Audi
2018,5,42000,18.5,Sedan,Nissan
2018,5,25000,31.3,Sedan,Nissan
2018,5,55000,47.9,SUV,Toyota
2018,5,15000,26.0,Pickup,Chevrolet
2018,5,15000,30.6,Pickup,Ford
2018,5,80000,37.1,Sedan,Tesla
2018,5,65000,33.7,Pickup,Subaru
2018,5,70000,50.0,SUV,BMW
2018,5,75000,41.2,SUV,BMW
2018,5,40000,47.9,SUV,Nissan
2018,5,15000,27.1,Sedan,Ford
2018,5,15000,20.5,Sedan,Nissan
2018,5,42000,17.6,Pickup,Toyota
2018,5,18000,49.4,Pickup,Ford
2018,5,120000,18.3,Sedan,Tesla
2018,5,25000,40.4,Sedan,Ford
2018,5,55000,15.7,Sedan,BMW
2018,5,60000,20.6,Sedan,Subaru
2018,5,30000,31.9,SUV,Hyundai
2018,5,100000,41.9,SUV,Mercedes
2018,5,38000,23.0,SUV,Honda
2018,5,70000,25.7,Convertible,BMW
2018,6,90000,39.0,Sedan,Mercedes
2018,6,60000,49.5,SUV,Subaru
2018,6,28000,46.8,Sedan,Toyota
2018,6,35000,28.0,Pickup,Ford
2018,6,32000,25.6,SUV,Honda
2018,6,100000,44.9,SUV,Mercedes
2018,6,32000,20.7,Hatchback,Honda
2018,6,90000,41.0,SUV,BMW
2018,6,30000,30.4,Sedan,Chevrolet
2018,6,25000,18.6,Pickup,Chevrolet
2018,6,35000,43.2,Sedan,Toyota
2018,6,50000,23.5,SUV,BMW
2018,6,120000,49.9,SUV,Audi
2018,6,30000,25.8,SUV,Kia
2018,6,65000,17.8,SUV,BMW
2018,6,20000,42.2,Sedan,Toyota
2018,6,90000,23.2,Coupe,Audi
2018,6,50000,24.6,SUV,Toyota
2018,6,30000,20.9,Convertible,BMW
2018,6,22000,30.3,Sedan,Toyota
2018,6,25000,44.6,Convertible,BMW
2018,6,90000,23.1,Sedan,Mercedes
2018,6,55000,32.2,Sedan,Audi
2018,6,45000,34.2,Sedan,Honda
2018,6,40000,35.9,Sedan,Hyundai
2018,6,50000,45.1,Hatchback,BMW
2018,6,20000,38.7,SUV,Kia
2018,6,120000,47.1,Sedan,BMW
2018,6,25000,39.9,SUV,Honda
2018,6,28000,34.5,SUV,Hyundai
2018,6,42000,35.6,Sedan,Hyundai
2018,6,38000,30.0,Hatchback,Nissan
2018,6,90000,39.2,Sedan,Audi
2018,6,55000,19.2,Pickup,Subaru
2018,6,80000,48.1,Convertible,BMW
2018,6,22000,35.7,Convertible,Mazda
2018,6,48000,23.3,SUV,Audi
2018,6,50000,39.4,Convertible,Toyota
2018,6,35000,15.6,SUV,Hyundai
2018,6,60000,46.1,Convertible,BMW
2018,6,18000,35.9,Convertible,Ford
2018,6,70000,30.2,Convertible,BMW
2018,6,22000,25.6,Sedan,Ford
2018,6,120000,23.3,Sedan,Mercedes
2018,6,100000,18.3,SUV,BMW
2018,6,22000,21.8,Convertible,Mazda
2018,6,75000,26.8,Coupe,Audi
2018,6,70000,38.3,SUV,BMW
2018,6,45000,27.3,Convertible,Toyota
2018,6,60000,30.4,Sedan,Subaru
2018,6,30000,16.4,Convertible,Mazda
2018,6,28000,24.7,Convertible,Ford
2018,6,45000,24.6,SUV,BMW
2018,6,20000,44.2,Sedan,Nissan
